id,ia_id,g_ia,texte
V0709,IA09,1.508379536169013,La couverture des absences sont assurés rapidement.
V0710,IA08,-0.5589055756131087,Le redéploiement des enseignants se fait de façon fluide.
V0711,IA03,0.4625650775900469,Les mouvements de personnel sont traitées rapidement.
V0712,IA14,0.361886464303974,Les décisions d'affectation sont traitées rapidement.
V0713,IA03,0.4625650775900469,Le pilotage déconcentré se perd en circuits interminables.
V0714,IA15,-0.5128143979953421,La réaffectation des maîtres répond vite aux besoins.
V0715,IA08,-0.5589055756131087,Plusieurs postes ne sont pas pourvus avant des mois.
V0716,IA10,-1.7249192939776967,La couverture des absences ne sont jamais assurés à temps.
V0717,IA04,1.050436228132796,La coordination avec l'IEF s'est nettement améliorée.
V0718,IA12,0.8036427494500231,Le redéploiement des enseignants est réactif et transparent.
V0719,IA03,0.4625650775900469,La couverture des absences sont assurés rapidement.
V0720,IA10,-1.7249192939776967,De nombreux postes ouverts restent vacants faute de redéploiement.
V0721,IA09,1.508379536169013,De nombreux postes ouverts ne sont pas pourvus avant des mois.
V0722,IA09,1.508379536169013,Le dialogue avec l'inspection s'est nettement améliorée.
V0723,IA07,0.7594385270695994,Les affectations sont anticipées et expliquées.
V0724,IA03,0.4625650775900469,Les décisions d'affectation sont traitées rapidement.
V0725,IA13,-0.5950300302811243,Plusieurs postes demeurent sans titulaire une bonne partie de l'année.
V0726,IA03,0.4625650775900469,Les remplacements sont assurés rapidement.
V0727,IA07,0.7594385270695994,Le dialogue avec l'inspection est claire et efficace.
V0728,IA16,-0.4962851679537585,Plusieurs postes demeurent sans titulaire une bonne partie de l'année.
V0729,IA15,-0.5128143979953421,Les remplacements sont assurés rapidement.
V0730,IA03,0.4625650775900469,La couverture des absences dépendent du bon vouloir local.
V0731,IA10,-1.7249192939776967,La coordination avec l'inspection se perd en circuits interminables.
V0732,IA11,0.5436260064330518,Les affectations arrivent désormais avant la rentrée.
V0733,IA11,0.5436260064330518,Les mouvements de personnel sont anticipées et expliquées.
V0734,IA09,1.508379536169013,Les remplacements sont organisés sans retard.
V0735,IA13,-0.5950300302811243,Le dialogue avec l'inspection s'est nettement améliorée.
V0736,IA14,0.361886464303974,Les mouvements de personnel arrivent désormais avant la rentrée.
V0737,IA11,0.5436260064330518,Les affectations d'enseignants arrivent bien après la rentrée.
V0738,IA04,1.050436228132796,La couverture des absences sont organisés sans retard.
V0739,IA04,1.050436228132796,Les mouvements de personnel sont anticipées et expliquées.
V0740,IA12,0.8036427494500231,La couverture des absences dépendent du bon vouloir local.
V0741,IA10,-1.7249192939776967,De nombreux postes ouverts demeurent sans titulaire une bonne partie de l'année.
V0742,IA10,-1.7249192939776967,De nombreux postes ouverts restent vacants faute de redéploiement.
V0743,IA03,0.4625650775900469,Les remplacements sont organisés sans retard.
V0744,IA14,0.361886464303974,Le dialogue avec l'inspection est claire et efficace.
V0745,IA14,0.361886464303974,La couverture des absences laissent des classes sans enseignant.
V0746,IA01,1.1358119908378483,La couverture des absences sont organisés sans retard.
V0747,IA07,0.7594385270695994,La coordination avec l'inspection se perd en circuits interminables.
V0748,IA05,-1.961883486465059,Les remplacements laissent des classes sans enseignant.
V0749,IA12,0.8036427494500231,Le dialogue avec l'inspection s'est nettement améliorée.
V0750,IA03,0.4625650775900469,La coordination avec l'IEF s'est nettement améliorée.
V0751,IA03,0.4625650775900469,Les affectations sont traitées rapidement.
V0752,IA09,1.508379536169013,Les mouvements de personnel sont anticipées et expliquées.
V0753,IA14,0.361886464303974,Le dialogue avec l'inspection s'est nettement améliorée.
V0754,IA14,0.361886464303974,Les remplacements laissent des classes sans enseignant.
V0755,IA09,1.508379536169013,Le suivi des postes vacants se fait de façon fluide.
V0756,IA13,-0.5950300302811243,De nombreux postes ouverts ne sont pas pourvus avant des mois.
V0757,IA14,0.361886464303974,Le redéploiement des enseignants est réactif et transparent.
V0758,IA05,-1.961883486465059,De nombreux postes ouverts restent vacants faute de redéploiement.
V0759,IA02,-0.6770804424361538,Les remplacements sont assurés rapidement.
V0760,IA14,0.361886464303974,Les remplacements sont assurés rapidement.
V0761,IA10,-1.7249192939776967,Les remplacements ne sont jamais assurés à temps.
V0762,IA03,0.4625650775900469,Des classes entières demeurent sans titulaire une bonne partie de l'année.
V0763,IA15,-0.5128143979953421,La coordination avec l'inspection se perd en circuits interminables.
V0764,IA02,-0.6770804424361538,De nombreux postes ouverts ne sont pas pourvus avant des mois.
V0765,IA07,0.7594385270695994,Les décisions d'affectation sont anticipées et expliquées.
V0766,IA10,-1.7249192939776967,Le redéploiement des enseignants se fait de façon fluide.
V0767,IA03,0.4625650775900469,Les remplacements sont assurés rapidement.
V0768,IA09,1.508379536169013,La couverture des absences dépendent du bon vouloir local.
V0769,IA02,-0.6770804424361538,Le pilotage déconcentré manque de transparence.
V0770,IA07,0.7594385270695994,La réaffectation des maîtres répond vite aux besoins.
V0771,IA03,0.4625650775900469,La coordination avec l'IEF s'est nettement améliorée.
V0772,IA08,-0.5589055756131087,Le dialogue avec l'IEF se perd en circuits interminables.
V0773,IA08,-0.5589055756131087,Le remplacement des maîtres dépendent du bon vouloir local.
V0774,IA04,1.050436228132796,Le dialogue avec l'inspection s'est nettement améliorée.
V0775,IA09,1.508379536169013,Les remplacements sont assurés rapidement.
V0776,IA01,1.1358119908378483,De nombreux postes ouverts restent vacants faute de redéploiement.
V0777,IA09,1.508379536169013,Les remplacements sont organisés sans retard.
V0778,IA11,0.5436260064330518,La coordination avec l'IEF s'est nettement améliorée.
V0779,IA06,-0.09886818526410894,Le dialogue avec l'IEF est lent et peu lisible.
V0780,IA10,-1.7249192939776967,Les affectations d'enseignants arrivent bien après la rentrée.
V0781,IA10,-1.7249192939776967,Les affectations d'enseignants traînent chaque année en longueur.
V0782,IA03,0.4625650775900469,Le dialogue avec l'IEF se perd en circuits interminables.
V0783,IA03,0.4625650775900469,La réaffectation des maîtres se fait de façon fluide.
V0784,IA01,1.1358119908378483,La couverture des absences sont organisés sans retard.
V0785,IA07,0.7594385270695994,La réaffectation des maîtres est réactif et transparent.
V0786,IA09,1.508379536169013,Le redéploiement des enseignants est réactif et transparent.
V0787,IA01,1.1358119908378483,La coordination avec l'IEF s'est nettement améliorée.
V0788,IA01,1.1358119908378483,Le remplacement des maîtres ne sont jamais assurés à temps.
V0789,IA04,1.050436228132796,Les affectations arrivent désormais avant la rentrée.
V0790,IA14,0.361886464303974,Le dialogue avec l'IEF est lent et peu lisible.
V0791,IA11,0.5436260064330518,Les affectations arrivent désormais avant la rentrée.
V0792,IA03,0.4625650775900469,Les remplacements sont organisés sans retard.
V0793,IA16,-0.4962851679537585,La réaffectation des maîtres se fait de façon fluide.
V0794,IA02,-0.6770804424361538,La coordination avec l'IEF s'est nettement améliorée.
V0795,IA15,-0.5128143979953421,Les décisions d'affectation sont anticipées et expliquées.
V0796,IA16,-0.4962851679537585,Les décisions d'affectation sont anticipées et expliquées.
V0797,IA11,0.5436260064330518,Les mouvements de personnel arrivent bien après la rentrée.
V0798,IA16,-0.4962851679537585,Les remplacements ne sont jamais assurés à temps.
V0799,IA04,1.050436228132796,La couverture des absences dépendent du bon vouloir local.
V0800,IA12,0.8036427494500231,Les affectations sont traitées rapidement.
